dataset,frame,llava_count,llava_confidence,llava_scene
part1_nv,frame_1541.jpg,0,1.0,"The image appears to be taken from a vehicle, showing an urban scene with a bus parked on the side of a road. There is a building with arched windows in the background, and it seems to be a sunny day. The focus of the image is on the bus and the immediate surroundings, but there are no visible pedestrians or other people within the frame."
part1_nv,frame_3402.jpg,2,0.85,"The image depicts a busy urban street scene. There are two visible pedestrians: one walking on the left side of the frame and another standing on the right. The car in the foreground has reflections that resemble human figures, which were rejected as they do not represent actual people."
part1_nv,frame_3391.jpg,0,0.5,"The image shows an urban street scene with a blue car parked on the side of the road. There are no visible pedestrians in this image. The focus of the image appears to be on the car and the surrounding architecture, rather than people. The bus stop bench is empty and does not contain any human figures."
part1_nv,frame_0939.jpg,9,0.85,"This image depicts an urban scene with multiple pedestrians on a city street. The focus is on the intersection where people are walking and standing. There is a car in the background, but it does not contain any human-like features or actions."
part1_nv,frame_1127.jpg,0,0.95,
part1_nv,frame_1804.jpg,0,0.95,
part1_nv,frame_4228.jpg,0,1.0,The image depicts an urban scene with a storefront displaying a mannequin. There are no visible pedestrians in the scene.
part1_nv,frame_1117.jpg,5,0.8,"The image depicts a typical urban scene with pedestrians walking along a sidewalk next to a storefront. The focus is on the people in motion and standing near the entrance of the store. There are no mannequins or posters that resemble humans, and there are no reflections or vehicle parts that could be mistaken for humans."
part1_nv,frame_4219.jpg,2,0.95,"The image shows an urban scene with a storefront on the left side of the street. There is a pedestrian walking on the sidewalk and another person standing near the entrance of the store. The store has a display window featuring a poster with a human figure. The environment suggests a commercial area with buildings, vehicles, and other typical city elements."
part1_nv,frame_1794.jpg,4,0.75,"The scene depicts a typical urban street corner during daylight hours. There are multiple pedestrians visible, with some walking and others standing or waiting. The presence of a storefront suggests a commercial area, possibly in a city center. The weather appears to be clear and the lighting indicates it's daytime."
part1_nv,frame_1442.jpg,3,0.95,"The image depicts a busy urban street scene with vehicles and pedestrians. The focus is on the intersection where several people are present, including an adult walking left, an adult standing on the sidewalk, and a child walking right. There are no mannequins or statues visible in this scene. The confidence level for detecting humans is high, with all individuals clearly distinguishable from their surroundings."
part1_nv,frame_2364.jpg,2,0.95,"This image depicts a city street scene with two visible pedestrians. There is one individual walking on the sidewalk to the left of the frame, and another person standing near a storefront on the right. The presence of shops and buildings suggests a commercial area. The overall atmosphere appears to be typical of an urban environment during daylight hours."
part1_nv,frame_1444.jpg,2,0.95,"The image depicts an urban scene with two pedestrians visible: one walking to the left and another standing to the right. The environment includes a busy street, buildings, traffic lights, and vehicles. There are no mannequins or statues in this image."
part1_nv,frame_1375.jpg,2,0.95,"The image depicts an urban scene with two visible pedestrians on the sidewalk. The person walking appears to be engaged in their surroundings, while the standing individual seems to be waiting or observing something. There are no mannequins or posters with human images present in this view. The vehicle part is a clear rejection as it does not depict a human figure."
part1_nv,frame_1062.jpg,9,0.85,"This is a busy urban scene featuring pedestrians on a sidewalk near a storefront. The image has been processed to detect and count humans present in the scene, while also identifying and rejecting any objects that do not meet the criteria for being considered a human."
part1_nv,frame_1443.jpg,0,0.95,"The image depicts an urban scene with vehicles parked on both sides of a street. There are no visible pedestrians in the image, as all individuals appear to be inside or near the vehicles, which are not human beings but rather vehicles that have been parked in such a way that they resemble humans from certain angles."
part1_nv,frame_1381.jpg,5,0.85,"The image depicts a city street scene with several pedestrians. There is a building on the corner, and it appears to be a commercial area with shops and possibly a restaurant or café. The pedestrians are engaged in various activities such as walking and standing. The visibility of the individuals ranges from clear to partially visible due to their positioning within the frame."
part1_nv,frame_2524.jpg,3,0.95,"The image depicts a busy urban street scene. There are three pedestrians visible: one walking to the left, one standing in front of a storefront, and one walking to the right. The environment suggests a commercial area with shops and businesses lining the street. The presence of mannequins in store windows indicates that this is a retail district. The image captures a typical day in a bustling city center."
part1_nv,frame_3274.jpg,7,0.85,"The image depicts a busy urban street scene with several pedestrians visible, indicating it is likely a bustling time of day. There are benches for people to sit and enjoy the surroundings. The area appears to be a commercial or shopping district, as evidenced by the presence of storefronts and businesses. The weather seems to be clear and sunny, which might suggest it's a pleasant day for outdoor activities."
part1_nv,frame_3394.jpg,3,0.85,"This image depicts an urban scene with a blue car parked on the side of a street. There are three visible pedestrians: one adult walking to the left, another standing near the car, and a third adult walking to the right. The car's side mirror is reflecting a person who appears to be standing near the vehicle, but this is not an actual person; it is simply a reflection. The setting includes buildings with shops on the ground floor, and there are other pedestrians visible in the background, suggesting a busy city environment."
part1_nv,frame_3277.jpg,4,0.85,"The image depicts an urban scene with multiple pedestrians, likely in a commercial or shopping district. There is a building with a blue sign and a storefront on the ground floor. The architecture suggests it could be located in a European city. Pedestrians are visible on the sidewalk, with one person walking towards the camera and another standing near an entrance. The presence of a car reflection in the window glass indicates that there is a vehicle nearby, but no actual vehicles are present in the scene."
part1_nv,frame_1396.jpg,2,0.95,"This image depicts a city street scene with two pedestrians. On the left, there is an adult walking on the sidewalk, and on the right, there is an adult riding a scooter. The background shows a commercial building with storefronts reflecting people passing by. There are no mannequins or other objects that resemble humans in this image."
part1_nv,frame_1378.jpg,2,0.85,"The image shows a busy urban street scene with two visible pedestrians, one walking and one standing. There is a vehicle in the background that reflects a human figure due to the angle of the photo. Additionally, there are posters on the building that feature human images. The overall confidence level for detecting humans is 0.85."
part1_nv,frame_3413.jpg,1,0.95,"The image depicts an urban scene with a blue car parked on the side of a street. There is a pedestrian walking away from the camera on the sidewalk. The car hood reflects the person, creating an optical illusion that makes it appear as if there are two people present in the scene. This is a common occurrence in photography and can be easily explained by the angle of the shot and the reflective surface of the car hood."
part1_nv,frame_2361.jpg,2,0.95,"The image depicts an urban street scene with two pedestrians, one walking and one standing, both near shops. The scene is taken from the perspective of a vehicle on the road. There are no mannequins or posters that resemble humans in this image."
part1_nv,frame_0784.jpg,2,0.95,"The image depicts an urban scene with a red bus driving down a street, and two pedestrians are visible. One person is walking to the right of the frame, while another individual is standing on the sidewalk to the left. The bus has a reflection in its window that appears to be a person, but this is not a real pedestrian. There is also an advertisement with human images on the wall, which is not a real person."
part1_nv,frame_1519.jpg,0,0.95,"The image shows a city street scene with a large public transit bus parked at the side of the road. The bus has advertisements on its exterior and it appears to be in front of a building with signage, possibly indicating a commercial or retail area. There are no visible pedestrians in this image."
part1_nv,frame_0961.jpg,7,0.95,"The image shows an urban scene with several people walking on a sidewalk, near a building that has a sign indicating it is a Kiko store. The weather appears to be overcast, and the lighting suggests it might be late afternoon or early evening. There are no visible mannequins or posters with human images in this image."
part1_nv,frame_1115.jpg,8,0.95,"The image depicts a city street with several pedestrians, some of whom are walking while others are standing on the sidewalk. There is no evidence of any mannequins, statues, reflections, or vehicle parts that resemble humans in this scene."
part1_nv,frame_1397.jpg,2,0.95,"In this urban scene, there are two visible pedestrians: one adult walking on the sidewalk and another person riding a motor scooter in the street. The background features a building with a poster of a person, which is not an actual pedestrian but rather a form of advertisement or decoration."
part1_nv,frame_3285.jpg,3,0.95,"The image shows a typical urban scene with pedestrians on the sidewalk in front of a store. There are three people visible: an adult walking, another adult standing, and a child walking. The background includes a building with a sign that reads 'REHABILITACION', indicating that it is likely a medical or rehabilitation facility. The presence of trees and other buildings suggests this is in a city center or commercial area."
part1_nv,frame_1471.jpg,2,0.95,"The image shows an urban scene with a traffic light, pedestrians, and vehicles. The focus is on the intersection where two individuals are present: one adult walking to the right and one child standing to the left. There is also a vehicle part visible in the top left corner that resembles a human figure, but it is not a real person. Additionally, there is a reflection of a person on the street, but this is not an actual pedestrian. The scene appears to be taken from inside a vehicle, as indicated by the camera angle and the presence of a dashboard in the foreground."
part1_nv,frame_0938.jpg,4,0.85,"The image depicts a busy urban street scene, likely taken during the daytime. There are several pedestrians visible on the sidewalks and crossing the street at a crosswalk. The environment suggests a commercial area with shops and businesses lining the streets. The presence of traffic lights indicates that this is an organized intersection. The weather appears to be clear, suggesting it might be a pleasant day for outdoor activities."
part1_nv,frame_3403.jpg,2,0.95,"The image depicts an urban scene with two visible pedestrians on a city street. The car in the foreground has its side mirror reflecting another person, which is a common occurrence and should not be counted as a pedestrian."
part1_nv,frame_3398.jpg,2,0.95,"The image depicts an urban scene with a blue car parked on the side of a street. There are two pedestrians visible: one adult walking to the left and one child standing to the right. The car door is open, creating an optical illusion that makes it appear as if there's a person standing next to the car, but it's just the car door."
part1_nv,frame_1795.jpg,4,0.85,"This image depicts a city street scene with pedestrians walking on the sidewalk in front of a store. There are four visible individuals, all appearing to be adults engaged in typical urban activities. The scene is captured during daylight hours and there is no evidence of any mannequins or statues that resemble humans. The overall atmosphere suggests a typical day in an urban area with people going about their daily routines."
part1_nv,frame_1132.jpg,4,0.95,"This urban scene captures a typical day in a city with pedestrian traffic near a storefront. The focus is on the people walking and standing on the sidewalk, with a clear view of their activities. The presence of a poster with a human image and reflections on glass surfaces are also part of this urban environment."
part1_nv,frame_3056.jpg,2,0.95,"The image shows an urban scene with a pedestrian crossing at a crosswalk. There is a vehicle part that resembles a person standing in the crosswalk, which might be mistaken for a pedestrian. The presence of a traffic light and a storefront indicates a commercial area. The overall atmosphere suggests a typical day in a city with people going about their daily routines."
part1_nv,frame_3420.jpg,2,0.85,"The image depicts an urban scene with a busy street featuring cars, buses, and pedestrians. There are two people visible: one walking on the sidewalk to the left of the frame and another standing near a building on the right side. The presence of vehicles and pedestrians suggests a bustling city environment. The image quality is somewhat low, with some blurriness, which affects the clarity of the scene."
part1_nv,frame_1402.jpg,2,0.95,"The image depicts a city street scene, likely taken from inside a vehicle. There are two pedestrians visible: one walking to the left and another standing to the right. The environment suggests a commercial area with shops and businesses on the ground floor, and there is a traffic sign indicating a no-turn zone. The presence of a motorcycle and a person riding it suggests that this is an active street with vehicular traffic. The overall scene is typical of urban environments during daylight hours."
part1_nv,frame_3266.jpg,5,0.85,"The image depicts an urban scene with multiple pedestrians visible. There are individuals walking and standing on the sidewalk, indicating that this is likely a busy area during daylight hours. The presence of shops and businesses suggests a commercial district. The weather appears to be clear, and there is no immediate evidence of any unusual or dangerous situations."
part1_nv,frame_3928.jpg,2,0.95,"This image depicts an urban scene with a storefront in the foreground and a busy street with vehicles and pedestrians in the background. The focus is on the storefront, which appears to be a beauty or cosmetic shop, as indicated by the signage. There are two visible pedestrians: one walking along the sidewalk and another standing outside the storefront, possibly waiting for someone or just observing the surroundings."
part1_nv,frame_1128.jpg,2,0.85,"This image captures an urban scene with two pedestrians, one walking on the sidewalk and another standing near a building entrance. The background shows a street corner with shops and advertisements, including a poster featuring a mannequin. The overall confidence in detecting humans is high (0.85), indicating that both individuals are clearly visible and identifiable as people."
part1_nv,frame_2360.jpg,2,0.95,"This image depicts an urban street scene with two pedestrians visible. The person on the left is walking towards the camera, while the person on the right appears to be standing still. There are no mannequins or reflections that resemble humans in this image."
part1_nv,frame_1374.jpg,5,0.78,"The image shows an urban scene with multiple pedestrians on a sidewalk. There are two adults walking and one adult standing. A child is also present on the sidewalk. The scene appears to be taken during daylight hours, as indicated by the brightness of the surroundings. There are no visible vehicles or other objects that resemble humans in this image."
part1_nv,frame_3267.jpg,5,0.85,"The image depicts an urban street scene with multiple pedestrians visible. The focus is on the crosswalk and sidewalk areas, where people are walking or standing. There are no mannequins or posters with human images present in this scene. The confidence level for detecting humans is high (0.85), indicating that all detected individuals are likely real people. The presence of a vehicle part resembling a human figure is noted but does not affect the human count as it is not a person."
part1_nv,frame_1465.jpg,3,0.95,"The image is a composite of two separate photos, taken at different times or from different angles, showing the same urban scene with pedestrians. The left photo captures an adult walking on the sidewalk, while the right photo shows another adult standing in the street and another adult walking across the street. There are no mannequins, statues, posters with human images, or vehicle parts that resemble humans in either image."
part1_nv,frame_3268.jpg,7,0.85,"The image depicts a busy urban scene, likely taken from inside a vehicle, given the angle and perspective. There are several pedestrians visible, walking or standing near buildings. The presence of shops, traffic lights, and vehicles indicate that this is a commercial area with active foot traffic."
part1_nv,frame_3929.jpg,3,0.95,"The image depicts an urban scene with a storefront on the right side, featuring a large window displaying mannequins and merchandise. There is a vehicle parked in front of the storefront, and two pedestrians are visible: one walking on the sidewalk to the left of the frame and another standing in front of the storefront. The background shows a city street with buildings, signs, and other typical urban elements."
part1_nv,frame_1775.jpg,7,0.85,"This image depicts a busy urban street scene with several pedestrians. The focus is on the crosswalk where people are waiting to cross the street, while others are walking along the sidewalk. There is a mix of adults and possibly children, all dressed in casual attire suitable for the weather. The presence of vehicles suggests that this is a main thoroughfare, likely with heavy traffic during peak hours. The buildings lining the street indicate a commercial or mixed-use area, with shops and restaurants visible on the ground floor."
part1_nv,frame_2366.jpg,2,0.75,"This urban scene depicts a city street with a mix of pedestrians and commercial establishments. There are two visible pedestrians: one walking on the sidewalk to the left, and another standing in front of a storefront. The image also includes a vehicle part that resembles a human figure, but this is not an actual person."
part1_nv,frame_3410.jpg,5,0.9,"The image depicts a busy urban street scene. There are several pedestrians visible, including adults and children walking or standing on the sidewalks. The car in the foreground has a reflection of a person in its window, which is likely to be a passerby. A bus can also be seen in the background, indicating public transportation availability in this area. The presence of multiple pedestrians suggests that this might be a popular or well-trafficked part of the city."
part1_nv,frame_0791.jpg,3,0.95,"The image shows a city street scene with a white bus parked on the side of the road. There are three visible pedestrians: an adult standing on the sidewalk, a child walking on the sidewalk, and another adult standing in front of the bus. The bus has advertisements on its exterior, including one that features images of people."
part1_nv,frame_0662.jpg,5,0.92,"The image depicts an urban scene with several pedestrians visible, including individuals walking and standing on the sidewalk. The environment suggests a city street with shops and vehicles. There are no mannequins or statues that resemble humans in this image."
part1_nv,frame_3389.jpg,2,0.95,"The image depicts an urban scene with two visible pedestrians: one walking on the sidewalk and another standing near a building. The scene includes a blue car, a bus, and a few other vehicles. There are also some trees and buildings in the background. The focus of the image is on the car and the person inside it, which creates reflections that resemble human figures, but these are not actual people."
part1_nv,frame_2363.jpg,2,0.85,"This is an urban scene with two visible pedestrians. The image shows a street corner with shops, buildings, and vehicles. One adult is walking on the sidewalk to the left of the frame, while another adult is standing on the sidewalk to the right. There are no mannequins or reflections that resemble humans in this image."
part1_nv,frame_1476.jpg,2,0.95,"This image depicts an urban street scene with two visible pedestrians. The first is an adult walking on the sidewalk to the left of the frame, while the second is standing near a vehicle on the right side of the image. There are no mannequins or statues present in this scene. The visibility of both individuals is clear for the person walking and partial for the person standing."
part1_nv,frame_0660.jpg,5,0.85,"The scene appears to be an urban street in a city, possibly during daytime. There are several pedestrians visible, with at least one adult walking along the sidewalk and another standing nearby. The presence of a vehicle suggests that this is a busy area, likely near a commercial or residential district. The architecture and signage suggest it could be in a European country, but without more specific details, it's not possible to determine the exact location."
part1_nv,frame_1126.jpg,2,0.95,"The image depicts a city street scene with two pedestrians visible, one walking and one standing. There is a mannequin partially visible in the store window to the left, which is likely part of a clothing display. A poster with a human image is also present in the store window to the right. The overall confidence level for detecting humans is high (0.95), indicating that all detected individuals are indeed pedestrians."
part1_nv,frame_3396.jpg,2,0.85,"This image depicts a city street scene with a car parked on the side of the road. There are two pedestrians visible: one adult walking to the left and one child standing to the right, both partially obscured by objects in their vicinity. The car's side mirror is positioned in such a way that it creates an optical illusion that makes it look like there is another person standing near the car. This is not a real person but rather a reflection or shadow of the car's structure."
part1_nv,frame_2477.jpg,2,0.85,"This urban scene depicts a city street with a storefront and a sidewalk. There are two visible pedestrians: one standing in front of the store and another walking along the sidewalk. The image is taken from a vehicle, as indicated by the reflection of the car's side mirror on the left side of the photo."
part1_nv,frame_3047.jpg,7,0.95,"The image depicts a lively urban scene with several pedestrians going about their day. The presence of a coffee shop and a store suggests a commercial area, possibly in a city center or shopping district. The weather appears to be pleasant, as indicated by the greenery around the area."
part1_nv,frame_2530.jpg,6,0.85,"This image captures a busy urban scene with multiple pedestrians walking or standing near a storefront. The pedestrians are engaged in various activities, such as walking along the sidewalk and standing outside the store. There is also a reflection of one person on the left side of the image."
part1_nv,frame_3414.jpg,0,0.95,
part1_nv,frame_2368.jpg,0,0.95,The image depicts a city street scene with a building on the corner featuring a storefront with mannequins. There is no evidence of any pedestrians in this particular snapshot.
part1_nv,frame_3060.jpg,7,0.95,"The image depicts a busy urban scene with several pedestrians walking on the sidewalk. There is a clear view of people engaged in various activities, such as walking or standing. The environment suggests a commercial area with shops and businesses, as indicated by the presence of storefronts and street furniture. The weather appears to be overcast, and there are no visible vehicles or significant landmarks that would provide additional context about the location."
part1_nv,frame_3412.jpg,4,0.85,"The image shows a busy urban street with vehicles and pedestrians. There are four visible pedestrians: an adult walking to the left, another adult waiting at a bus stop, an adult standing on the sidewalk, and a child walking to the right. The scene includes a car and a bus in motion, as well as a building with shops and a tree providing shade for the bus stop. The image has been processed with object detection software that has identified two vehicle parts as potential human figures due to reflections in windows."
part1_nv,frame_2372.jpg,0,0.95,
