frame,true_person_count,fake_person_count,dataset_x,yolo_count,yolo_max_conf,yolo_decision,dataset_y,llava_count,llava_confidence,llava_scene
frame_0367.jpg,2,2,video1,2,0.918913185596466,person,part1,2,0.95,"The image shows an urban street scene with two pedestrians visible. The person on the right is walking, while the person on the left appears to be standing still. There are no mannequins or posters with human images that can be confidently identified in this image. The car's front end is distorted and could be mistaken for a person, but it's clear from the context of the scene that it's not a human."
frame_0367.jpg,2,2,video1,2,0.918913185596466,person,video1,3,0.85,"This scene depicts a typical urban street with pedestrians going about their day. There is a storefront with a poster of a person, which is likely an advertisement or promotional material for a product or service related to fashion or beauty. The people in the image appear to be engaged in various activities such as walking on the sidewalk and standing in front of the store. The presence of a handbag suggests that this area might be a commercial district with shops and boutiques."
frame_0368.jpg,7,1,part1,4,0.7102810144424438,person,part1,3,0.85,"The image depicts a city street scene with three pedestrians visible: one walking on the sidewalk, one standing in the crosswalk, and one waiting at a bus stop. There are no mannequins or statues present, and there is no vehicle part that resembles a human figure. The reflections in the glass do not clearly show human figures."
frame_0368.jpg,7,1,part1,4,0.7102810144424438,person,video1,2,0.85,"The image shows an urban scene with a sidewalk, a building, and some pedestrians. The focus is on a storefront with a large advertisement or promotional material featuring a person. There are two individuals in the scene: one adult standing on the sidewalk and one child walking on the sidewalk."
frame_0368.jpg,7,1,video1,0,0.4133377969264984,ambiguous,part1,3,0.85,"The image depicts a city street scene with three pedestrians visible: one walking on the sidewalk, one standing in the crosswalk, and one waiting at a bus stop. There are no mannequins or statues present, and there is no vehicle part that resembles a human figure. The reflections in the glass do not clearly show human figures."
frame_0368.jpg,7,1,video1,0,0.4133377969264984,ambiguous,video1,2,0.85,"The image shows an urban scene with a sidewalk, a building, and some pedestrians. The focus is on a storefront with a large advertisement or promotional material featuring a person. There are two individuals in the scene: one adult standing on the sidewalk and one child walking on the sidewalk."
frame_0368.jpg,1,2,part1,4,0.7102810144424438,person,part1,3,0.85,"The image depicts a city street scene with three pedestrians visible: one walking on the sidewalk, one standing in the crosswalk, and one waiting at a bus stop. There are no mannequins or statues present, and there is no vehicle part that resembles a human figure. The reflections in the glass do not clearly show human figures."
frame_0368.jpg,1,2,part1,4,0.7102810144424438,person,video1,2,0.85,"The image shows an urban scene with a sidewalk, a building, and some pedestrians. The focus is on a storefront with a large advertisement or promotional material featuring a person. There are two individuals in the scene: one adult standing on the sidewalk and one child walking on the sidewalk."
frame_0368.jpg,1,2,video1,0,0.4133377969264984,ambiguous,part1,3,0.85,"The image depicts a city street scene with three pedestrians visible: one walking on the sidewalk, one standing in the crosswalk, and one waiting at a bus stop. There are no mannequins or statues present, and there is no vehicle part that resembles a human figure. The reflections in the glass do not clearly show human figures."
frame_0368.jpg,1,2,video1,0,0.4133377969264984,ambiguous,video1,2,0.85,"The image shows an urban scene with a sidewalk, a building, and some pedestrians. The focus is on a storefront with a large advertisement or promotional material featuring a person. There are two individuals in the scene: one adult standing on the sidewalk and one child walking on the sidewalk."
frame_0369.jpg,7,1,part1,5,0.7723194360733032,person,part1,3,0.95,"The image depicts an urban scene with a city street corner. There are three visible pedestrians: one walking, one standing in the crosswalk, and one waiting at a bus stop. The environment includes buildings, trees, and a clear sky. There are no mannequins or posters with human images that can be confidently identified."
frame_0369.jpg,7,1,part1,5,0.7723194360733032,person,video1,2,0.85,"This scene takes place on a city street with a storefront displaying a poster of a person. There are two pedestrians visible: one walking away from the camera and another standing in front of the store. The store appears to be a pharmacy or clinic, as indicated by the signage."
frame_0369.jpg,7,1,video1,1,0.6012769341468811,person,part1,3,0.95,"The image depicts an urban scene with a city street corner. There are three visible pedestrians: one walking, one standing in the crosswalk, and one waiting at a bus stop. The environment includes buildings, trees, and a clear sky. There are no mannequins or posters with human images that can be confidently identified."
frame_0369.jpg,7,1,video1,1,0.6012769341468811,person,video1,2,0.85,"This scene takes place on a city street with a storefront displaying a poster of a person. There are two pedestrians visible: one walking away from the camera and another standing in front of the store. The store appears to be a pharmacy or clinic, as indicated by the signage."
frame_0369.jpg,1,1,part1,5,0.7723194360733032,person,part1,3,0.95,"The image depicts an urban scene with a city street corner. There are three visible pedestrians: one walking, one standing in the crosswalk, and one waiting at a bus stop. The environment includes buildings, trees, and a clear sky. There are no mannequins or posters with human images that can be confidently identified."
frame_0369.jpg,1,1,part1,5,0.7723194360733032,person,video1,2,0.85,"This scene takes place on a city street with a storefront displaying a poster of a person. There are two pedestrians visible: one walking away from the camera and another standing in front of the store. The store appears to be a pharmacy or clinic, as indicated by the signage."
frame_0369.jpg,1,1,video1,1,0.6012769341468811,person,part1,3,0.95,"The image depicts an urban scene with a city street corner. There are three visible pedestrians: one walking, one standing in the crosswalk, and one waiting at a bus stop. The environment includes buildings, trees, and a clear sky. There are no mannequins or posters with human images that can be confidently identified."
frame_0369.jpg,1,1,video1,1,0.6012769341468811,person,video1,2,0.85,"This scene takes place on a city street with a storefront displaying a poster of a person. There are two pedestrians visible: one walking away from the camera and another standing in front of the store. The store appears to be a pharmacy or clinic, as indicated by the signage."
frame_0370.jpg,7,1,part1,5,0.7755751013755798,person,part1,6,0.85,"The image depicts a busy urban street scene with various pedestrians going about their day. There are no mannequins or posters with human images visible in this scene. The reflections on the glass of the vehicle and the building can be seen, but they do not resemble humans. The people present include individuals walking along the sidewalk and others standing, possibly waiting for something. The image captures a typical day in an urban environment."
frame_0370.jpg,7,1,part1,5,0.7755751013755798,person,video1,2,0.95,"This is an urban scene with a storefront displaying a poster featuring a human figure, and a mannequin standing outside the store. There are two visible pedestrians: one walking on the sidewalk and another standing in front of the store. The image also captures a car and a building in the background."
frame_0370.jpg,7,1,video1,0,0.5538037419319153,ambiguous,part1,6,0.85,"The image depicts a busy urban street scene with various pedestrians going about their day. There are no mannequins or posters with human images visible in this scene. The reflections on the glass of the vehicle and the building can be seen, but they do not resemble humans. The people present include individuals walking along the sidewalk and others standing, possibly waiting for something. The image captures a typical day in an urban environment."
frame_0370.jpg,7,1,video1,0,0.5538037419319153,ambiguous,video1,2,0.95,"This is an urban scene with a storefront displaying a poster featuring a human figure, and a mannequin standing outside the store. There are two visible pedestrians: one walking on the sidewalk and another standing in front of the store. The image also captures a car and a building in the background."
frame_0370.jpg,1,1,part1,5,0.7755751013755798,person,part1,6,0.85,"The image depicts a busy urban street scene with various pedestrians going about their day. There are no mannequins or posters with human images visible in this scene. The reflections on the glass of the vehicle and the building can be seen, but they do not resemble humans. The people present include individuals walking along the sidewalk and others standing, possibly waiting for something. The image captures a typical day in an urban environment."
frame_0370.jpg,1,1,part1,5,0.7755751013755798,person,video1,2,0.95,"This is an urban scene with a storefront displaying a poster featuring a human figure, and a mannequin standing outside the store. There are two visible pedestrians: one walking on the sidewalk and another standing in front of the store. The image also captures a car and a building in the background."
frame_0370.jpg,1,1,video1,0,0.5538037419319153,ambiguous,part1,6,0.85,"The image depicts a busy urban street scene with various pedestrians going about their day. There are no mannequins or posters with human images visible in this scene. The reflections on the glass of the vehicle and the building can be seen, but they do not resemble humans. The people present include individuals walking along the sidewalk and others standing, possibly waiting for something. The image captures a typical day in an urban environment."
frame_0370.jpg,1,1,video1,0,0.5538037419319153,ambiguous,video1,2,0.95,"This is an urban scene with a storefront displaying a poster featuring a human figure, and a mannequin standing outside the store. There are two visible pedestrians: one walking on the sidewalk and another standing in front of the store. The image also captures a car and a building in the background."
frame_0371.jpg,7,1,part1,5,0.7882987856864929,person,part1,4,0.95,"The image depicts a city street scene with several pedestrians going about their day. The focus of the image is on the right side, where there are people standing and walking on the sidewalk. There is also a person in the crosswalk, waiting to cross the street. The car in the background has an unfunctioning headlight that may have been mistaken for a human figure due to its position and lighting. Overall, the scene appears to be a typical day in an urban area with people engaging in various activities."
frame_0371.jpg,7,1,part1,5,0.7882987856864929,person,video1,1,0.95,"The image shows an urban scene with a single adult walking on a sidewalk. There are no vehicles or crosswalks visible in this particular frame. The person is dressed casually and appears to be looking at something off-camera, possibly their phone. The background includes a storefront with a poster of a person and the reflection of another person in the glass, which is not considered an additional pedestrian."
frame_0371.jpg,7,1,video1,1,0.8943098783493042,person,part1,4,0.95,"The image depicts a city street scene with several pedestrians going about their day. The focus of the image is on the right side, where there are people standing and walking on the sidewalk. There is also a person in the crosswalk, waiting to cross the street. The car in the background has an unfunctioning headlight that may have been mistaken for a human figure due to its position and lighting. Overall, the scene appears to be a typical day in an urban area with people engaging in various activities."
frame_0371.jpg,7,1,video1,1,0.8943098783493042,person,video1,1,0.95,"The image shows an urban scene with a single adult walking on a sidewalk. There are no vehicles or crosswalks visible in this particular frame. The person is dressed casually and appears to be looking at something off-camera, possibly their phone. The background includes a storefront with a poster of a person and the reflection of another person in the glass, which is not considered an additional pedestrian."
frame_0371.jpg,1,1,part1,5,0.7882987856864929,person,part1,4,0.95,"The image depicts a city street scene with several pedestrians going about their day. The focus of the image is on the right side, where there are people standing and walking on the sidewalk. There is also a person in the crosswalk, waiting to cross the street. The car in the background has an unfunctioning headlight that may have been mistaken for a human figure due to its position and lighting. Overall, the scene appears to be a typical day in an urban area with people engaging in various activities."
frame_0371.jpg,1,1,part1,5,0.7882987856864929,person,video1,1,0.95,"The image shows an urban scene with a single adult walking on a sidewalk. There are no vehicles or crosswalks visible in this particular frame. The person is dressed casually and appears to be looking at something off-camera, possibly their phone. The background includes a storefront with a poster of a person and the reflection of another person in the glass, which is not considered an additional pedestrian."
frame_0371.jpg,1,1,video1,1,0.8943098783493042,person,part1,4,0.95,"The image depicts a city street scene with several pedestrians going about their day. The focus of the image is on the right side, where there are people standing and walking on the sidewalk. There is also a person in the crosswalk, waiting to cross the street. The car in the background has an unfunctioning headlight that may have been mistaken for a human figure due to its position and lighting. Overall, the scene appears to be a typical day in an urban area with people engaging in various activities."
frame_0371.jpg,1,1,video1,1,0.8943098783493042,person,video1,1,0.95,"The image shows an urban scene with a single adult walking on a sidewalk. There are no vehicles or crosswalks visible in this particular frame. The person is dressed casually and appears to be looking at something off-camera, possibly their phone. The background includes a storefront with a poster of a person and the reflection of another person in the glass, which is not considered an additional pedestrian."
frame_0372.jpg,7,1,part1,6,0.7994112968444824,person,part1,3,0.95,"The image depicts a city street scene with three pedestrians visible: one walking on the left, one standing in the crosswalk, and one walking on the right. The environment includes buildings, trees, and various storefronts. There are also several vehicles parked or moving along the street. The presence of people near vehicles and in crosswalks suggests a typical urban setting with pedestrian activity."
frame_0372.jpg,7,1,part1,6,0.7994112968444824,person,video1,1,0.95,"This is an urban scene with a woman standing on the sidewalk of a city street. There is a storefront with a mannequin in the window, and there are pedestrians visible on the street. The weather appears to be overcast, and it's daytime."
frame_0372.jpg,7,1,video1,1,0.8476569652557373,person,part1,3,0.95,"The image depicts a city street scene with three pedestrians visible: one walking on the left, one standing in the crosswalk, and one walking on the right. The environment includes buildings, trees, and various storefronts. There are also several vehicles parked or moving along the street. The presence of people near vehicles and in crosswalks suggests a typical urban setting with pedestrian activity."
frame_0372.jpg,7,1,video1,1,0.8476569652557373,person,video1,1,0.95,"This is an urban scene with a woman standing on the sidewalk of a city street. There is a storefront with a mannequin in the window, and there are pedestrians visible on the street. The weather appears to be overcast, and it's daytime."
frame_0372.jpg,1,1,part1,6,0.7994112968444824,person,part1,3,0.95,"The image depicts a city street scene with three pedestrians visible: one walking on the left, one standing in the crosswalk, and one walking on the right. The environment includes buildings, trees, and various storefronts. There are also several vehicles parked or moving along the street. The presence of people near vehicles and in crosswalks suggests a typical urban setting with pedestrian activity."
frame_0372.jpg,1,1,part1,6,0.7994112968444824,person,video1,1,0.95,"This is an urban scene with a woman standing on the sidewalk of a city street. There is a storefront with a mannequin in the window, and there are pedestrians visible on the street. The weather appears to be overcast, and it's daytime."
frame_0372.jpg,1,1,video1,1,0.8476569652557373,person,part1,3,0.95,"The image depicts a city street scene with three pedestrians visible: one walking on the left, one standing in the crosswalk, and one walking on the right. The environment includes buildings, trees, and various storefronts. There are also several vehicles parked or moving along the street. The presence of people near vehicles and in crosswalks suggests a typical urban setting with pedestrian activity."
frame_0372.jpg,1,1,video1,1,0.8476569652557373,person,video1,1,0.95,"This is an urban scene with a woman standing on the sidewalk of a city street. There is a storefront with a mannequin in the window, and there are pedestrians visible on the street. The weather appears to be overcast, and it's daytime."
frame_0373.jpg,9,1,part1,7,0.8023960590362549,person,part1,2,0.85,"The image depicts a city scene with a focus on pedestrian activity. There are two individuals visible, one walking and one standing on the sidewalk. The vehicle part resembling a human figure is likely an optical illusion or a coincidental alignment of objects. The reflection of a person on the street is also present but does not meet the criteria for being counted as a pedestrian."
frame_0373.jpg,9,1,part1,7,0.8023960590362549,person,video1,2,0.95,"This image depicts an urban scene with a pedestrian standing in front of a storefront. The person seems to be waiting or possibly taking a photo, as they are holding a phone. There is no visible traffic or other vehicles, and the crosswalk appears to be clear. The environment suggests a commercial area with shops and businesses along the street."
frame_0373.jpg,9,1,video1,2,0.7933622598648071,person,part1,2,0.85,"The image depicts a city scene with a focus on pedestrian activity. There are two individuals visible, one walking and one standing on the sidewalk. The vehicle part resembling a human figure is likely an optical illusion or a coincidental alignment of objects. The reflection of a person on the street is also present but does not meet the criteria for being counted as a pedestrian."
frame_0373.jpg,9,1,video1,2,0.7933622598648071,person,video1,2,0.95,"This image depicts an urban scene with a pedestrian standing in front of a storefront. The person seems to be waiting or possibly taking a photo, as they are holding a phone. There is no visible traffic or other vehicles, and the crosswalk appears to be clear. The environment suggests a commercial area with shops and businesses along the street."
frame_0373.jpg,1,1,part1,7,0.8023960590362549,person,part1,2,0.85,"The image depicts a city scene with a focus on pedestrian activity. There are two individuals visible, one walking and one standing on the sidewalk. The vehicle part resembling a human figure is likely an optical illusion or a coincidental alignment of objects. The reflection of a person on the street is also present but does not meet the criteria for being counted as a pedestrian."
frame_0373.jpg,1,1,part1,7,0.8023960590362549,person,video1,2,0.95,"This image depicts an urban scene with a pedestrian standing in front of a storefront. The person seems to be waiting or possibly taking a photo, as they are holding a phone. There is no visible traffic or other vehicles, and the crosswalk appears to be clear. The environment suggests a commercial area with shops and businesses along the street."
frame_0373.jpg,1,1,video1,2,0.7933622598648071,person,part1,2,0.85,"The image depicts a city scene with a focus on pedestrian activity. There are two individuals visible, one walking and one standing on the sidewalk. The vehicle part resembling a human figure is likely an optical illusion or a coincidental alignment of objects. The reflection of a person on the street is also present but does not meet the criteria for being counted as a pedestrian."
frame_0373.jpg,1,1,video1,2,0.7933622598648071,person,video1,2,0.95,"This image depicts an urban scene with a pedestrian standing in front of a storefront. The person seems to be waiting or possibly taking a photo, as they are holding a phone. There is no visible traffic or other vehicles, and the crosswalk appears to be clear. The environment suggests a commercial area with shops and businesses along the street."
frame_0374.jpg,9,1,part1,6,0.8172063827514648,person,part1,2,0.95,"The image shows an urban street scene with a few pedestrians visible. The person on the left appears to be walking away from the camera, while the individual on the right is standing near a building. There are also some objects that could potentially be mistaken for people due to their position and angle in the photo, but given the context of a city street, it is more likely that these are indeed pedestrians."
frame_0375.jpg,9,1,part1,5,0.8384556770324707,person,part1,3,0.85,"This urban scene depicts a city street with pedestrians. There are three visible humans: one walking on the left side of the road, another standing in the crosswalk, and a third walking on the right side of the road. The image captures a typical day in an urban setting with buildings, trees, and vehicles."
frame_0376.jpg,9,1,part1,4,0.8360989689826965,person,part1,3,0.85,"This image depicts an urban scene with a few pedestrians. There are two people who appear to be walking or standing on the sidewalks of a city street. One person is closer to the camera, and the other is further away. The street itself has various shops and buildings along its sides, and there's a clear sky above. The car in the foreground adds context to the image, suggesting that this photo was taken from inside a vehicle."
frame_0377.jpg,9,1,part1,4,0.8293581604957581,person,part1,5,0.8,"The image shows an urban scene with a street corner featuring a building with a balcony, shops on the ground floor, and a tree in front of the building. There are several people visible, some walking and others standing near the shops. The presence of shops and pedestrians suggests this is a commercial area. The visibility of the individuals varies; some appear clear while others are partially obscured by objects or shadows."
frame_0378.jpg,9,1,part1,5,0.8590763211250305,person,part1,5,0.85,"The image depicts an urban scene with a clear view of pedestrians in various activities. There are five individuals visible: one adult walking left, one adult standing in the crosswalk, another adult walking right, and a child also walking right. The environment suggests a city street with shops on the side, and there is a vehicle part that resembles a human figure, which has been rejected as it does not meet the criteria for being counted as a pedestrian."
frame_0379.jpg,9,1,part1,5,0.8153387904167175,person,part1,5,0.82,"The image depicts an urban scene with several pedestrians visible on a city street. There are individuals walking and standing, with one child and three adults. The environment includes buildings, trees, and vehicles, suggesting a typical day in a busy city area."
frame_0659.jpg,6,1,part1,4,0.8218521475791931,person,part1,5,0.8,"The scene depicts a busy urban street corner with a mix of pedestrians and vehicles. There is a building with a storefront, and the street appears to be in an area with commercial establishments. The weather seems overcast, and there are no visible traffic lights or signs indicating specific rules for pedestrians."
frame_0660.jpg,6,1,part1,6,0.8327848315238953,person,part1,5,0.85,"The scene appears to be an urban street in a city, possibly during daytime. There are several pedestrians visible, with at least one adult walking along the sidewalk and another standing nearby. The presence of a vehicle suggests that this is a busy area, likely near a commercial or residential district. The architecture and signage suggest it could be in a European country, but without more specific details, it's not possible to determine the exact location."
frame_0661.jpg,5,1,part1,5,0.8578099012374878,person,part1,3,0.85,"This image depicts an urban scene with a focus on pedestrian activity. There are three individuals visible: one adult walking to the left, another adult standing to the right, and a child walking towards the camera. The presence of vehicles, including cars and motorcycles, suggests that this is a busy street in a city setting. The architecture of the buildings indicates a European style, with shops on the ground floor and residential or office spaces above. The weather appears to be clear, and there are no significant obstructions visible in the image."
frame_0662.jpg,6,1,part1,5,0.8658255338668823,person,part1,5,0.92,"The image depicts an urban scene with several pedestrians visible, including individuals walking and standing on the sidewalk. The environment suggests a city street with shops and vehicles. There are no mannequins or statues that resemble humans in this image."
frame_0663.jpg,6,1,part1,5,0.8428679704666138,person,part1,6,0.85,"The image shows a busy urban scene with multiple pedestrians visible on the sidewalks and street corners. There are also vehicles, including a motor scooter parked on the side of the road. The setting appears to be a commercial area with shops and businesses lining the streets. The weather is clear, and there is no immediate indication of any unusual or dangerous situations."
frame_0664.jpg,6,1,part1,5,0.8332893252372742,person,part1,5,0.8,"The image depicts an urban scene with multiple pedestrians visible. The environment includes a street, sidewalks, buildings, and various vehicles such as cars and motorcycles. The weather appears to be overcast or cloudy, and the lighting suggests it might be late afternoon or early evening."
frame_0664.jpg,6,1,part1,5,0.8332893252372742,person,week10,0,0.95,The image shows an urban street scene with a road sign indicating that the lane ahead is designated for turning only. There are no visible pedestrians in this image.
frame_0665.jpg,6,1,part1,5,0.8548390865325928,person,part1,6,0.85,"The image depicts a busy urban street scene with various pedestrians engaged in different activities. The presence of vehicles, buildings, and other typical city elements suggest this is a bustling area with foot traffic. There are no obvious signs of human-like objects that could be mistaken for people, such as mannequins or posters with human images."
frame_0665.jpg,6,1,part1,5,0.8548390865325928,person,week10,0,0.95,"The image shows an urban scene with a road, traffic signs, and a sidewalk. There are no visible pedestrians in the area. The focus of the image is on the street sign at the bottom, which is placed on the ground near the curb."
frame_0783.jpg,4,4,part1,3,0.7962114214897156,person,part1,3,0.85,"The image depicts a city street scene with pedestrians. There are three people visible: one adult walking to the left, another adult standing on the sidewalk, and a third adult walking to the right. The bus stop is also visible in the background as an urban fixture."
frame_0784.jpg,4,3,part1,4,0.8071178793907166,person,part1,2,0.95,"The image depicts an urban scene with a red bus driving down a street, and two pedestrians are visible. One person is walking to the right of the frame, while another individual is standing on the sidewalk to the left. The bus has a reflection in its window that appears to be a person, but this is not a real pedestrian. There is also an advertisement with human images on the wall, which is not a real person."
frame_0789.jpg,0,4,week18,1,0.7879678606987,person,part1,0,1.0,"The image depicts an urban scene featuring a large white bus parked alongside a building. The bus has various advertisements and logos on its exterior, including one that appears to be for a movie or event with the text 'Tropical Paradise' and images of people enjoying what seems to be a vacation or resort setting. There are no actual pedestrians visible in this image."
frame_0789.jpg,0,4,week18,1,0.7879678606987,person,week18,2,0.85,"The image depicts an urban scene with a person walking on the sidewalk and another standing in the crosswalk. The vehicles are parked along the street, and there is a clear view of the pedestrians. There is no evidence of mannequins or statues, posters with human images, reflections, or vehicle parts that resemble humans."
frame_0790.jpg,0,4,part1,0,0.5848434567451477,ambiguous,part1,3,0.95,"The image shows an urban scene with a large white bus parked by the sidewalk. There are three visible pedestrians: one adult walking to the left, one child standing in front of the bus, and another adult walking to the right. The bus has advertisements on its side, including one featuring a child's face. There is no evidence of mannequins or statues in this scene."
frame_0790.jpg,0,4,part1,0,0.5848434567451477,ambiguous,week18,1,0.85,"The image depicts a city street scene with one adult walking on the sidewalk. There is a car door that resembles a human shape, and a reflection of a pedestrian in glass. The overall confidence for detecting humans is 0.85."
frame_0790.jpg,0,4,week18,1,0.8462112545967102,person,part1,3,0.95,"The image shows an urban scene with a large white bus parked by the sidewalk. There are three visible pedestrians: one adult walking to the left, one child standing in front of the bus, and another adult walking to the right. The bus has advertisements on its side, including one featuring a child's face. There is no evidence of mannequins or statues in this scene."
frame_0790.jpg,0,4,week18,1,0.8462112545967102,person,week18,1,0.85,"The image depicts a city street scene with one adult walking on the sidewalk. There is a car door that resembles a human shape, and a reflection of a pedestrian in glass. The overall confidence for detecting humans is 0.85."
frame_0791.jpg,0,4,part1,0,0.4717744290828705,ambiguous,part1,3,0.95,"The image shows a city street scene with a white bus parked on the side of the road. There are three visible pedestrians: an adult standing on the sidewalk, a child walking on the sidewalk, and another adult standing in front of the bus. The bus has advertisements on its exterior, including one that features images of people."
frame_0791.jpg,0,4,part1,0,0.4717744290828705,ambiguous,week18,2,0.95,"The image depicts an urban scene with two pedestrians. On the left, there is an adult walking away from the camera, and on the right, there is another adult standing at the edge of the sidewalk. There are no mannequins or statues visible in this image. The traffic light is not a person but is part of the urban infrastructure."
frame_0791.jpg,0,4,week18,1,0.8655490279197693,person,part1,3,0.95,"The image shows a city street scene with a white bus parked on the side of the road. There are three visible pedestrians: an adult standing on the sidewalk, a child walking on the sidewalk, and another adult standing in front of the bus. The bus has advertisements on its exterior, including one that features images of people."
